date,time,customer id,branch,customer name,age,sex,education,course,subject,type,hours,total cost,membership,gift voucher
04/10/2023,8:18 pm,2674,Ekkamai,Darrell Hartmann,18,M,GED,2 week fornight,Math,onsite,10 am - 11 am,5990,None,100
09/07/2023,7:09 pm,2675,Ekkamai,Omar Becker,7,M,Primary,1 day miracle,Math,onsite,6 pm - 7 pm,490,Standard,100
31/03/2023,9:10 pm,2676,Samyan,Rochelle Kessler,17,F,GED,1 day miracle,Social Studies,onsite,10 am - 11 am,490,Premium,100
24/07/2023,9:31 am,2677,Samyan,Emmett Kuhic,19,M,Bachelor,1 week marathon,Science,onsite,5 pm - 6 pm,2990,Premium,100
26/09/2023,4:38 pm,2678,Ekkamai,Kristin Emmerich,16,F,Secondary,1 month pack,Science,online,4 pm - 5 pm,8990,None,500
15/09/2023,4:06 pm,2679,Samyan,Frank Nikolaus MD,14,M,GED,1 day miracle,Math,onsite,9 am - 10 am,490,Standard,100
03/10/2023,9:32 pm,2680,Samyan,Amanda Denesik,11,F,Primary,2 week fornight,Language,online,7 pm - 8 pm,5990,Standard,500
07/12/2023,3:36 pm,2681,Ekkamai,Lori Lynch,13,F,GED,1 day miracle,Language,online,7 pm - 8 pm,490,None,200
23/01/2023,9:00 pm,2682,Bangkrapi,Felicia Smitham-O'Hara,12,F,Primary,2 week fornight,Math,online,1 pm - 2 pm,5990,Standard,100
17/02/2023,11:07 am,2683,Samyan,Marjorie Rowe-Ward,13,F,Secondary,1 month pack,Language,onsite,9 pm - 10 pm,8990,Standard,200
30/11/2023,8:50 am,2684,Ekkamai,Carolyn Funk,9,F,Primary,1 day miracle,Math,online,6 pm - 7 pm,490,None,100
06/12/2023,12:12 pm,2685,Ladkrabang,Danielle Hills,7,F,Primary,1 week marathon,Science,onsite,8 pm - 9 pm,2990,Premium,100
14/10/2023,8:21 pm,2686,Ekkamai,Jermaine Dietrich III,18,M,GED,1 month pack,Language,onsite,6 pm - 7 pm,8990,Standard,100
17/08/2023,10:21 am,2687,Samyan,Mrs. Jean Cassin,7,F,Primary,1 month pack,Social Studies,onsite,1 pm - 2 pm,8990,None,500
17/09/2023,2:31 pm,2688,Samyan,Christie Ullrich,8,F,Primary,1 day miracle,Science,onsite,2 pm - 3 pm,490,Standard,100
09/02/2023,9:53 am,2689,Ekkamai,Timmy Hane,16,M,Vocational,1 day miracle,Social Studies,online,9 am - 10 am,490,Premium,200
31/12/2023,9:23 am,2690,Samyan,Joel Jaskolski IV,17,M,GED,1 month pack,Language,onsite,10 am - 11 am,8990,Premium,100
11/02/2023,6:31 pm,2691,Samyan,Peggy Rempel,20,F,Bachelor,1 week marathon,Science,online,2 pm - 3 pm,2990,Standard,200
19/09/2023,11:53 am,2692,Samyan,Deanna Vandervort-Kerluke MD,16,F,Secondary,1 week marathon,Language,onsite,9 am - 10 am,2990,None,100
02/11/2023,8:48 pm,2693,Ladkrabang,Judith Von,8,F,Primary,1 day miracle,Social Studies,online,2 pm - 3 pm,490,Premium,100
07/12/2023,12:12 pm,2694,Ladkrabang,Rose Wiza,20,F,Bachelor,1 day miracle,Social Studies,onsite,9 am - 10 am,490,Premium,100
31/08/2023,6:56 pm,2695,Samyan,Edward Casper,10,M,Primary,1 month pack,Math,online,7 pm - 8 pm,8990,Standard,100
30/08/2023,11:48 am,2696,Samyan,Marco Grady,9,M,Primary,1 month pack,Science,onsite,9 am - 10 am,8990,Premium,100
12/01/2023,5:20 pm,2697,Ekkamai,Norman Lemke,19,M,Bachelor,2 week fornight,Math,online,3 pm - 4 pm,5990,Standard,100
25/05/2023,12:02 pm,2698,Ekkamai,Winifred Emard Sr.,11,F,Primary,1 month pack,Science,online,9 pm - 10 pm,8990,None,200
15/11/2023,8:47 am,2699,Samyan,Caleb Pfannerstill,7,M,Primary,2 week fornight,Language,online,8 pm - 9 pm,5990,Premium,500
14/04/2023,5:08 pm,2700,Samyan,Marsha Walter-Beier,14,F,Secondary,2 week fornight,Language,onsite,8 am - 9 am,5990,Standard,100
20/05/2023,4:26 pm,2701,Ekkamai,Marcos Mayer,7,M,Primary,1 week marathon,Social Studies,onsite,7 pm - 8 pm,2990,Premium,500
25/05/2023,5:35 pm,2702,Samyan,Patsy Beier,7,F,Primary,1 month pack,Social Studies,onsite,3 pm - 4 pm,8990,Premium,100
15/11/2023,10:29 am,2703,Samyan,Randal Koch,11,M,Primary,2 week fornight,Science,onsite,6 pm - 7 pm,5990,Premium,100
16/03/2023,8:04 am,2704,Ekkamai,Melissa Russel,16,F,Vocational,1 day miracle,Social Studies,online,8 am - 9 am,490,None,200
13/09/2023,12:25 pm,2705,Samyan,Christie Franecki I,8,F,Primary,1 week marathon,Math,online,12 pm - 1 pm,2990,Premium,200
26/08/2023,10:35 am,2706,Bangkrapi,Mona Greenholt,17,F,GED,1 month pack,Social Studies,online,7 pm - 8 pm,8990,Premium,100
03/05/2023,3:39 pm,2707,Samyan,Mrs. Dawn Deckow,10,F,Primary,1 day miracle,Social Studies,online,6 pm - 7 pm,490,Standard,100
23/11/2023,11:16 am,2708,Ekkamai,Ada Monahan,10,F,Primary,2 week fornight,Social Studies,onsite,1 pm - 2 pm,5990,Standard,200
22/08/2023,10:36 am,2709,Samyan,Arlene Ratke,18,F,GED,1 week marathon,Social Studies,online,9 am - 10 am,2990,Standard,100
21/01/2023,6:48 pm,2710,Samyan,Orville Pacocha-Oberbrunner,12,M,Primary,1 week marathon,Language,onsite,1 pm - 2 pm,2990,Premium,200
16/09/2023,9:02 am,2711,Ekkamai,Nettie Zieme,14,F,Secondary,2 week fornight,Math,online,5 pm - 6 pm,5990,None,100
29/04/2023,1:57 pm,2712,Samyan,Beulah Yost,9,F,Primary,2 week fornight,Science,onsite,9 pm - 10 pm,5990,Standard,100
16/11/2023,11:48 am,2713,Ekkamai,Annette Effertz,13,F,Secondary,2 week fornight,Social Studies,onsite,3 pm - 4 pm,5990,None,100
25/01/2023,2:21 pm,2714,Ekkamai,Hazel Marvin-Spencer,17,F,Secondary,2 week fornight,Language,onsite,7 pm - 8 pm,5990,Standard,100
15/11/2023,11:38 am,2715,Ekkamai,Doris Becker,14,F,GED,1 week marathon,Social Studies,online,6 pm - 7 pm,2990,Standard,200
07/02/2023,6:14 pm,2716,Ladkrabang,Marlon McCullough,20,M,Bachelor,1 day miracle,Math,onsite,6 pm - 7 pm,490,None,200
11/02/2023,1:30 pm,2717,Samyan,Krystal Rempel,19,F,Bachelor,1 week marathon,Science,onsite,12 pm - 1 pm,2990,Premium,200
20/11/2023,9:10 am,2718,Samyan,Kelvin Witting,17,M,Secondary,1 week marathon,Social Studies,onsite,11 am - 12 pm,2990,Premium,100
12/10/2023,11:49 am,2719,Samyan,Shannon Lubowitz,15,M,GED,2 week fornight,Social Studies,online,4 pm - 5 pm,5990,None,1000
12/05/2023,8:03 pm,2720,Samyan,Claire Haag,10,F,Primary,1 month pack,Science,onsite,11 am - 12 pm,8990,Standard,100
14/02/2023,11:41 am,2721,Samyan,Joel Hahn,7,M,Primary,2 week fornight,Math,online,8 pm - 9 pm,5990,None,500
29/05/2023,7:02 pm,2722,Samyan,Lillian Schuppe,12,F,Primary,1 week marathon,Math,onsite,8 pm - 9 pm,2990,None,200
12/11/2023,9:41 am,2723,Samyan,Alex Johns,9,M,Primary,2 week fornight,Language,onsite,2 pm - 3 pm,5990,None,1000
02/11/2023,10:14 am,2724,Samyan,Hattie Steuber,16,F,Secondary,1 month pack,Science,online,10 am - 11 am,8990,None,200
18/02/2023,5:32 pm,2725,Ekkamai,Marshall Douglas III,20,M,Bachelor,2 week fornight,Science,online,7 pm - 8 pm,5990,None,500
28/06/2023,3:53 pm,2726,Samyan,Estelle Schuster,16,F,Secondary,1 week marathon,Math,onsite,1 pm - 2 pm,2990,Standard,100
28/12/2023,9:41 am,2727,Ladkrabang,Agnes Volkman Jr.,18,F,Vocational,1 month pack,Language,onsite,8 pm - 9 pm,8990,Premium,100
14/08/2023,8:00 pm,2728,Ekkamai,Toby Jacobson-Cummings Sr.,11,M,Primary,2 week fornight,Social Studies,onsite,8 am - 9 am,5990,Premium,100
11/01/2023,6:25 pm,2729,Samyan,Edmond Bartoletti,9,M,Primary,1 week marathon,Social Studies,online,6 pm - 7 pm,2990,Premium,100
11/11/2023,1:23 pm,2730,Samyan,Dale Sanford,18,M,GED,1 week marathon,Math,online,9 am - 10 am,2990,Standard,100
29/11/2023,4:42 pm,2731,Samyan,Miss Julie Sawayn Sr.,20,F,Bachelor,1 month pack,Social Studies,online,11 am - 12 pm,8990,None,200
06/03/2023,5:40 pm,2732,Ekkamai,Lionel Conn-Becker,14,M,Secondary,2 week fornight,Science,online,8 am - 9 am,5990,None,100
17/12/2023,1:23 pm,2733,Ekkamai,Nora Conroy,10,F,Primary,1 day miracle,Math,onsite,11 am - 12 pm,490,None,200
11/03/2023,1:40 pm,2734,Ekkamai,Lydia Lind,11,F,Primary,2 week fornight,Math,onsite,11 am - 12 pm,5990,Standard,100
12/11/2023,9:52 pm,2735,Samyan,Pat Price,14,M,Secondary,2 week fornight,Science,online,10 am - 11 am,5990,Standard,200
17/05/2023,3:56 pm,2736,Samyan,Lindsey King,17,F,GED,1 day miracle,Social Studies,online,9 pm - 10 pm,490,None,200
15/12/2023,9:44 am,2737,Bangkrapi,Lindsay Wiegand PhD,20,F,Bachelor,1 week marathon,Language,online,3 pm - 4 pm,2990,None,1000
29/11/2023,11:54 am,2738,Ekkamai,Inez Stokes,7,F,Primary,1 day miracle,Math,onsite,4 pm - 5 pm,490,Premium,100
08/10/2023,9:05 am,2739,Ekkamai,Gordon Hauck,9,M,Primary,1 month pack,Social Studies,online,2 pm - 3 pm,8990,Premium,100
16/08/2023,8:40 pm,2740,Samyan,Doris Kreiger,19,F,Bachelor,1 week marathon,Language,online,5 pm - 6 pm,2990,None,100
30/05/2023,9:21 am,2741,Samyan,Natasha Schoen,7,F,Primary,2 week fornight,Social Studies,online,8 am - 9 am,5990,Standard,200
25/01/2023,10:23 am,2742,Ladkrabang,Mandy Kunze,19,F,Bachelor,1 week marathon,Social Studies,onsite,8 am - 9 am,2990,Standard,100
17/05/2023,10:32 am,2743,Ekkamai,Timothy Stoltenberg,12,M,Primary,1 day miracle,Math,online,11 am - 12 pm,490,Standard,100
02/09/2023,1:10 pm,2744,Samyan,Jaime Kub-Hammes,9,F,Primary,1 day miracle,Social Studies,onsite,10 am - 11 am,490,None,100
09/02/2023,3:32 pm,2745,Samyan,Edwin Schowalter,18,M,Secondary,1 month pack,Language,online,2 pm - 3 pm,8990,Premium,100
01/08/2023,8:01 pm,2746,Samyan,Cheryl Altenwerth,12,F,Primary,1 week marathon,Language,onsite,3 pm - 4 pm,2990,None,100
03/01/2023,8:27 pm,2747,Samyan,Annette Satterfield,7,F,Primary,2 week fornight,Science,onsite,8 am - 9 am,5990,Standard,100
04/11/2023,9:08 pm,2748,Samyan,Kelvin Watsica,8,M,Primary,1 month pack,Science,onsite,9 pm - 10 pm,8990,Premium,500
23/02/2023,5:56 pm,2749,Ekkamai,Troy Koch,16,M,Secondary,2 week fornight,Language,online,7 pm - 8 pm,5990,None,200
31/05/2023,7:12 pm,2750,Ekkamai,Patsy Huel,16,F,Vocational,1 month pack,Science,onsite,2 pm - 3 pm,8990,Standard,100
08/11/2023,5:17 pm,2751,Ekkamai,Mamie Connelly,17,F,Secondary,1 month pack,Social Studies,online,3 pm - 4 pm,8990,None,100
16/06/2023,10:12 am,2752,Samyan,Susan Kling,19,F,Bachelor,1 month pack,Language,onsite,2 pm - 3 pm,8990,None,1000
17/05/2023,9:11 pm,2753,Samyan,Dean Dare,20,M,Bachelor,1 month pack,Science,onsite,2 pm - 3 pm,8990,Standard,100
30/09/2023,6:42 pm,2754,Samyan,Joan Dicki,10,F,Primary,1 day miracle,Math,online,8 am - 9 am,490,None,100
21/03/2023,2:04 pm,2755,Ekkamai,Beulah Marvin V,12,F,Primary,1 day miracle,Social Studies,onsite,6 pm - 7 pm,490,Standard,100
18/08/2023,11:18 am,2756,Samyan,Kathryn O'Hara,18,F,Secondary,1 month pack,Social Studies,onsite,6 pm - 7 pm,8990,Premium,200
31/10/2023,2:20 pm,2757,Samyan,Rosa Pfannerstill,12,F,Primary,1 week marathon,Science,onsite,8 am - 9 am,2990,None,500
27/01/2023,12:02 pm,2758,Ekkamai,Clifford Deckow,17,M,GED,2 week fornight,Language,online,2 pm - 3 pm,5990,Premium,100
01/05/2023,9:19 pm,2759,Ekkamai,Julius Tremblay,11,M,Primary,1 month pack,Math,online,12 pm - 1 pm,8990,Standard,100
25/10/2023,8:57 pm,2760,Ekkamai,Jasmine Hand,15,F,Vocational,2 week fornight,Science,online,11 am - 12 pm,5990,None,500
09/01/2023,9:09 pm,2761,Ekkamai,Emanuel Rohan DDS,17,M,GED,1 day miracle,Language,online,9 pm - 10 pm,490,Premium,200
16/09/2023,2:40 pm,2762,Samyan,Kerry Beahan,13,F,GED,1 week marathon,Language,online,8 pm - 9 pm,2990,Premium,100
16/12/2023,3:21 pm,2763,Samyan,Marcia Morissette DVM,11,F,Primary,1 month pack,Science,onsite,9 am - 10 am,8990,Standard,100
27/01/2023,5:43 pm,2764,Samyan,Kristen Hagenes,13,F,GED,1 week marathon,Science,online,8 pm - 9 pm,2990,None,1000
15/03/2023,12:58 pm,2765,Ekkamai,Margie Littel,20,F,Bachelor,1 day miracle,Social Studies,online,9 pm - 10 pm,490,Standard,200
14/06/2023,10:32 am,2766,Ekkamai,Kathy Rau,19,F,Bachelor,1 day miracle,Social Studies,online,3 pm - 4 pm,490,Standard,200
07/10/2023,6:36 pm,2767,Ekkamai,Desiree Borer,16,F,Secondary,1 month pack,Science,online,8 am - 9 am,8990,Standard,200
29/06/2023,11:38 am,2768,Samyan,Floyd Franey,19,M,Bachelor,2 week fornight,Language,onsite,8 pm - 9 pm,5990,None,1000
07/02/2023,8:20 pm,2769,Samyan,Alma Reichert,9,F,Primary,1 week marathon,Social Studies,onsite,4 pm - 5 pm,2990,Premium,100
28/06/2023,9:47 am,2770,Ekkamai,Wilson Bauch II,16,M,GED,1 week marathon,Science,online,12 pm - 1 pm,2990,Standard,500
26/11/2023,12:40 pm,2771,Bangkrapi,Hattie O'Kon,11,F,Primary,2 week fornight,Language,onsite,11 am - 12 pm,5990,Standard,100
29/08/2023,9:13 pm,2772,Samyan,Emmett Trantow,19,M,Bachelor,2 week fornight,Science,onsite,4 pm - 5 pm,5990,None,100
25/11/2023,10:22 am,2773,Ekkamai,Jessie Bartoletti,14,M,Secondary,1 day miracle,Social Studies,onsite,6 pm - 7 pm,490,Standard,100
08/10/2023,10:08 am,2774,Bangkrapi,Andrea Huels,13,F,GED,1 month pack,Social Studies,online,4 pm - 5 pm,8990,Standard,200
28/06/2023,2:17 pm,2775,Samyan,Bonnie Rogahn,10,F,Primary,1 week marathon,Math,online,4 pm - 5 pm,2990,Premium,100
09/06/2023,9:54 pm,2776,Samyan,Duane Waters,7,M,Primary,2 week fornight,Social Studies,onsite,1 pm - 2 pm,5990,None,100
29/03/2023,9:47 am,2777,Ekkamai,Rosalie Kilback,17,F,Vocational,2 week fornight,Science,online,2 pm - 3 pm,5990,Standard,100
24/10/2023,10:06 am,2778,Ekkamai,Doug Conroy-Lemke,20,M,Bachelor,1 month pack,Science,onsite,12 pm - 1 pm,8990,None,500
15/02/2023,1:14 pm,2779,Ekkamai,Yvette Roberts,10,F,Primary,1 week marathon,Language,onsite,5 pm - 6 pm,2990,Standard,100
15/10/2023,10:29 am,2780,Samyan,Owen Kris,15,M,GED,2 week fornight,Social Studies,onsite,12 pm - 1 pm,5990,Premium,100
16/01/2023,5:14 pm,2781,Samyan,Danielle Labadie,14,F,Secondary,2 week fornight,Social Studies,onsite,7 pm - 8 pm,5990,Premium,100
01/05/2023,4:45 pm,2782,Ekkamai,Chester O'Hara,15,M,Secondary,1 day miracle,Language,onsite,5 pm - 6 pm,490,None,500
14/04/2023,9:14 am,2783,Samyan,Stuart Hodkiewicz,15,M,Secondary,1 day miracle,Social Studies,online,5 pm - 6 pm,490,Standard,500
09/06/2023,3:07 pm,2784,Ekkamai,Whitney Robel,10,F,Primary,1 month pack,Science,onsite,2 pm - 3 pm,8990,Standard,100
24/11/2023,11:33 am,2785,Samyan,Marlon Mills,16,M,Vocational,1 week marathon,Math,online,7 pm - 8 pm,2990,Standard,200
07/09/2023,12:14 pm,2786,Samyan,Jessica Kirlin,10,F,Primary,1 week marathon,Social Studies,online,3 pm - 4 pm,2990,Standard,500
15/09/2023,10:05 am,2787,Bangkrapi,Ella Beer Sr.,10,F,Primary,1 day miracle,Language,online,10 am - 11 am,490,Premium,100
17/09/2023,7:48 pm,2788,Ladkrabang,Cindy Flatley,12,F,Primary,1 month pack,Language,onsite,4 pm - 5 pm,8990,Standard,1000
22/04/2023,5:10 pm,2789,Ekkamai,Sam Miller,17,M,GED,1 month pack,Language,onsite,9 pm - 10 pm,8990,Standard,100
16/12/2023,1:11 pm,2790,Ekkamai,Patrick Schroeder,8,M,Primary,1 day miracle,Science,online,12 pm - 1 pm,490,None,100
20/09/2023,10:42 am,2791,Ekkamai,Omar Reichel DVM,14,M,GED,2 week fornight,Language,online,4 pm - 5 pm,5990,Standard,500
03/08/2023,8:11 pm,2792,Samyan,Jeanette Green,11,F,Primary,1 month pack,Language,onsite,7 pm - 8 pm,8990,Standard,100
04/07/2023,5:50 pm,2793,Bangkrapi,Ronnie D'Amore,12,M,Primary,1 month pack,Math,onsite,7 pm - 8 pm,8990,Standard,100
18/01/2023,8:29 pm,2794,Ekkamai,Helen Ernser,12,F,Primary,1 week marathon,Social Studies,online,11 am - 12 pm,2990,None,200
08/07/2023,5:04 pm,2795,Samyan,Lynne Muller III,13,F,GED,2 week fornight,Math,onsite,1 pm - 2 pm,5990,None,100
16/08/2023,12:12 pm,2796,Ekkamai,Edmund Runolfsson,11,M,Primary,1 month pack,Math,online,9 pm - 10 pm,8990,Premium,200
17/10/2023,3:15 pm,2797,Ekkamai,Orlando Goyette DDS,17,M,Secondary,2 week fornight,Social Studies,online,6 pm - 7 pm,5990,None,100
01/04/2023,3:51 pm,2798,Samyan,Chester Purdy,10,M,Primary,1 day miracle,Social Studies,onsite,4 pm - 5 pm,490,Standard,100
26/10/2023,7:18 pm,2799,Samyan,Omar Williamson,12,M,Primary,1 month pack,Language,online,3 pm - 4 pm,8990,None,100
14/09/2023,7:35 pm,2800,Samyan,Randall McCullough,13,M,Vocational,2 week fornight,Math,online,9 pm - 10 pm,5990,Standard,500
06/12/2023,7:07 pm,2801,Samyan,Dorothy Johns,8,F,Primary,1 day miracle,Math,onsite,10 am - 11 am,490,None,200
03/05/2023,8:56 am,2802,Ekkamai,Marie Corkery,7,F,Primary,1 month pack,Math,onsite,1 pm - 2 pm,8990,None,200
27/04/2023,1:55 pm,2803,Bangkrapi,Genevieve O'Kon,9,F,Primary,1 week marathon,Science,online,8 am - 9 am,2990,Standard,1000
20/12/2023,2:37 pm,2804,Ekkamai,Jessie O'Keefe,18,M,GED,1 week marathon,Math,onsite,4 pm - 5 pm,2990,Premium,500
03/01/2023,7:01 pm,2805,Ekkamai,Courtney Ziemann,17,F,Vocational,2 week fornight,Math,onsite,3 pm - 4 pm,5990,None,100
28/01/2023,6:46 pm,2806,Ekkamai,Caroline Schumm I,16,F,GED,1 day miracle,Math,online,12 pm - 1 pm,490,Premium,1000
15/04/2023,9:00 pm,2807,Samyan,Dixie Borer,18,F,Secondary,1 month pack,Social Studies,online,11 am - 12 pm,8990,Standard,100
02/02/2023,9:30 am,2808,Samyan,Stephanie Kozey,18,F,Vocational,1 week marathon,Science,online,12 pm - 1 pm,2990,Standard,100
30/04/2023,4:01 pm,2809,Samyan,Candace Kertzmann,20,F,Bachelor,1 month pack,Math,online,9 am - 10 am,8990,Standard,100
02/06/2023,12:50 pm,2810,Samyan,Andrea Ernser,11,F,Primary,1 month pack,Math,onsite,9 pm - 10 pm,8990,None,500
01/06/2023,7:23 pm,2811,Ekkamai,Kimberly Ondricka-Braun,17,F,GED,1 month pack,Language,onsite,9 am - 10 am,8990,Standard,100
03/09/2023,11:45 am,2812,Samyan,Don Wehner,12,M,Primary,1 month pack,Math,online,5 pm - 6 pm,8990,None,100
21/03/2023,2:46 pm,2813,Ladkrabang,Darlene Osinski,17,F,Vocational,1 week marathon,Language,online,9 pm - 10 pm,2990,Standard,100
02/04/2023,9:32 pm,2814,Bangkrapi,Moses Conroy,17,M,Secondary,1 day miracle,Science,online,3 pm - 4 pm,490,Standard,500
30/10/2023,1:10 pm,2815,Samyan,Cameron Tremblay,10,M,Primary,2 week fornight,Language,onsite,8 pm - 9 pm,5990,None,200
10/10/2023,8:41 am,2816,Ekkamai,Marcella Hartmann,11,F,Primary,1 week marathon,Language,online,11 am - 12 pm,2990,Standard,100
13/09/2023,7:40 pm,2817,Samyan,Debbie Little,16,F,Secondary,1 month pack,Language,online,10 am - 11 am,8990,None,100
31/05/2023,8:48 pm,2818,Samyan,Orlando Fay,13,M,GED,1 day miracle,Language,online,1 pm - 2 pm,490,None,200
06/12/2023,8:55 am,2819,Ladkrabang,Phyllis Grady,15,F,Vocational,2 week fornight,Social Studies,onsite,10 am - 11 am,5990,Premium,200
25/05/2023,5:57 pm,2820,Samyan,Rene Koelpin,10,M,Primary,1 week marathon,Science,onsite,11 am - 12 pm,2990,Standard,500
01/10/2023,9:28 pm,2821,Ladkrabang,Donna Spinka,13,F,GED,2 week fornight,Language,onsite,7 pm - 8 pm,5990,Standard,100
06/02/2023,4:13 pm,2822,Ladkrabang,Tomas Brown,16,M,GED,1 month pack,Math,onsite,8 pm - 9 pm,8990,None,100
18/03/2023,7:09 pm,2823,Bangkrapi,Mabel Collier,13,F,GED,2 week fornight,Language,onsite,5 pm - 6 pm,5990,Standard,500
29/10/2023,8:09 am,2824,Samyan,Craig Corwin,13,M,Secondary,1 week marathon,Social Studies,onsite,4 pm - 5 pm,2990,Standard,100
29/04/2023,9:43 pm,2825,Samyan,Lawrence Kohler,20,M,Bachelor,1 week marathon,Language,onsite,5 pm - 6 pm,2990,Standard,100
01/07/2023,2:56 pm,2826,Samyan,Nicholas Morar-Robel,13,M,Vocational,2 week fornight,Language,online,5 pm - 6 pm,5990,None,200
28/08/2023,6:29 pm,2827,Ladkrabang,Rene Walter PhD,7,M,Primary,2 week fornight,Social Studies,online,7 pm - 8 pm,5990,None,1000
20/08/2023,11:40 am,2828,Samyan,Nelson Armstrong,17,M,GED,1 day miracle,Science,online,8 am - 9 am,490,None,500
05/07/2023,1:56 pm,2829,Ekkamai,Santos Paucek,19,M,Bachelor,1 month pack,Social Studies,onsite,3 pm - 4 pm,8990,Standard,100
17/04/2023,9:56 am,2830,Bangkrapi,Viola Schulist,12,F,Primary,1 week marathon,Social Studies,online,9 pm - 10 pm,2990,Premium,100
26/09/2023,11:57 am,2831,Samyan,Dorothy Skiles,20,F,Bachelor,1 day miracle,Language,online,8 pm - 9 pm,490,Standard,200
11/03/2023,2:42 pm,2832,Ekkamai,Elmer Bayer,18,M,Secondary,1 day miracle,Math,online,4 pm - 5 pm,490,Premium,100
20/06/2023,6:33 pm,2833,Samyan,Loren Schneider,11,M,Primary,2 week fornight,Science,online,1 pm - 2 pm,5990,None,1000
30/08/2023,3:33 pm,2834,Bangkrapi,Becky Gleason,11,F,Primary,1 week marathon,Science,onsite,12 pm - 1 pm,2990,Premium,100
02/12/2023,3:42 pm,2835,Bangkrapi,Salvatore Dickens-Grady,14,M,GED,1 week marathon,Math,online,8 pm - 9 pm,2990,Premium,500
13/12/2023,8:42 pm,2836,Samyan,Rogelio Wyman,15,M,Vocational,1 month pack,Social Studies,online,11 am - 12 pm,8990,None,500
28/04/2023,2:26 pm,2837,Samyan,Grace Purdy Sr.,20,F,Bachelor,1 week marathon,Math,onsite,7 pm - 8 pm,2990,Standard,200
23/08/2023,8:18 pm,2838,Samyan,Katherine Predovic V,17,F,GED,1 month pack,Language,online,9 pm - 10 pm,8990,None,100
28/04/2023,5:17 pm,2839,Ekkamai,Oliver Mosciski,12,M,Primary,1 day miracle,Language,onsite,6 pm - 7 pm,490,Standard,100
08/01/2023,1:08 pm,2840,Samyan,Earl Wolf,15,M,Vocational,1 month pack,Language,onsite,4 pm - 5 pm,8990,Premium,100
05/02/2023,4:58 pm,2841,Samyan,Jared Bahringer III,8,M,Primary,2 week fornight,Math,onsite,12 pm - 1 pm,5990,Standard,100
21/06/2023,12:49 pm,2842,Samyan,Phyllis Koepp III,8,F,Primary,1 day miracle,Language,online,9 am - 10 am,490,Standard,500
26/04/2023,9:01 pm,2843,Samyan,Kelly Leuschke,19,F,Bachelor,2 week fornight,Math,online,7 pm - 8 pm,5990,Premium,200
02/01/2023,4:28 pm,2844,Ladkrabang,Tracey Satterfield,7,F,Primary,1 day miracle,Science,online,8 pm - 9 pm,490,Premium,100
05/07/2023,3:15 pm,2845,Ekkamai,Charlotte Wintheiser,15,F,GED,1 day miracle,Language,onsite,8 pm - 9 pm,490,Standard,100
02/08/2023,8:39 am,2846,Ekkamai,Rene Mante,19,M,Bachelor,2 week fornight,Science,online,11 am - 12 pm,5990,Standard,200
15/06/2023,9:09 pm,2847,Samyan,Randolph Halvorson,13,M,GED,1 day miracle,Language,onsite,10 am - 11 am,490,Premium,200
18/02/2023,1:58 pm,2848,Ekkamai,Cesar Jones Jr.,19,M,Bachelor,2 week fornight,Math,online,2 pm - 3 pm,5990,None,100
03/03/2023,2:32 pm,2849,Bangkrapi,Guillermo Lemke,8,M,Primary,1 day miracle,Science,onsite,9 am - 10 am,490,Premium,100
07/05/2023,8:56 pm,2850,Samyan,Mrs. Hattie O'Keefe,17,F,Vocational,2 week fornight,Math,onsite,2 pm - 3 pm,5990,Standard,100
16/01/2023,3:24 pm,2851,Ekkamai,Maria Dicki III,9,F,Primary,1 month pack,Social Studies,onsite,3 pm - 4 pm,8990,Standard,100
21/07/2023,10:39 am,2852,Ladkrabang,Travis Koss,19,M,Bachelor,1 day miracle,Social Studies,onsite,9 pm - 10 pm,490,Premium,500
29/08/2023,2:54 pm,2853,Samyan,Jeff Stehr,9,M,Primary,1 day miracle,Science,onsite,4 pm - 5 pm,490,Standard,500
19/05/2023,9:54 pm,2854,Samyan,Johnathan Prohaska,9,M,Primary,1 week marathon,Math,onsite,2 pm - 3 pm,2990,Standard,100
27/04/2023,4:21 pm,2855,Ladkrabang,Debra Bergnaum,15,F,GED,1 day miracle,Math,online,8 pm - 9 pm,490,Standard,100
15/02/2023,2:52 pm,2856,Samyan,Loretta Bednar I,12,F,Primary,1 week marathon,Social Studies,onsite,7 pm - 8 pm,2990,Premium,100
20/04/2023,11:41 am,2857,Samyan,Gene Jaskolski,13,M,GED,1 day miracle,Language,onsite,9 pm - 10 pm,490,Standard,100
10/02/2023,2:33 pm,2858,Ekkamai,Eva Quigley,20,F,Bachelor,2 week fornight,Social Studies,online,9 pm - 10 pm,5990,None,100
31/08/2023,8:58 pm,2859,Samyan,Mike Effertz,17,M,Secondary,2 week fornight,Social Studies,onsite,8 am - 9 am,5990,Premium,100
26/07/2023,6:29 pm,2860,Samyan,Ed Konopelski,7,M,Primary,1 week marathon,Social Studies,onsite,10 am - 11 am,2990,Premium,100
13/10/2023,7:55 pm,2861,Bangkrapi,Frankie Herman,9,M,Primary,1 day miracle,Math,online,11 am - 12 pm,490,Premium,1000
12/12/2023,8:45 pm,2862,Ekkamai,Mae Swaniawski,16,F,Secondary,1 week marathon,Social Studies,online,3 pm - 4 pm,2990,None,100
20/07/2023,11:16 am,2863,Samyan,Pam Schamberger,13,F,Secondary,1 month pack,Social Studies,online,3 pm - 4 pm,8990,Standard,100
